"Year","Multi_short","ODA","Share","full name","country"
"2018","UN agency, fund or commission",107.205793,"26%","United Nations (UN) agency, fund or commission","Ireland"
"2018","CERF",14.624913,"4%","Central Emergency Response Fund","Ireland"
"2018","FAO",1.121243,"0%","Food and Agricultural Organisation","Ireland"
"2018","IFAD",2.437485,"1%","International Fund for Agricultural Development","Ireland"
"2018","UNDP",9.749942,"2%","United Nations Development Programme","Ireland"
"2018","UN Women",1.828114,"0%","United Nations Entity for Gender Equality and the Empowerment of Women","Ireland"
"2018","UNEP",1.630678,"0%","United Nations Environment Programme","Ireland"
"2018","UNFCCC",0.710527,"0%","United Nations Framework Convention on Climate Change","Ireland"
"2018","UNOCHA",3.534354,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Ireland"
"2018","UNFPA",4.2656,"1%","United Nations Population Fund","Ireland"
"2018","WFP",23.156112,"6%","World Food Programme","Ireland"
"2018","WHO - assessed contributions",1.307711,"0%","World Health Organisation - assessed contributions","Ireland"
"2018","EUI",238.29091,"58%","European Union Institutions","Ireland"
"2018","EC - Development Share of Budget",186.036204,"45%","European Commission - Development Share of Budget","Ireland"
"2018","EC - EDF",49.482066,"12%","European Commission - European Development Fund","Ireland"
"2018","EIB",2.77264,"1%","European Investment Bank","Ireland"
"2018","WB",30.090758,"7%","World Bank Group (WB)","Ireland"
"2018","IBRD",0.365623,"0%","International Bank for Reconstruction and Development","Ireland"
"2018","IDA",29.725135,"7%","International Development Association","Ireland"
"2018","	
Regional Development Banks",8.900478,"2%","Regional Development Banks","Ireland"
"2018","ADF",4.143725,"1%","Asian Development Fund","Ireland"
"2018","AIIB",4.756753,"1%","Asian Infrastructure Investment Bank","Ireland"
"2018","Other multilateral institutions",27.520427,"7%","Other multilateral institutions","Ireland"
"2018","CGIAR Fund",3.656228,"1%","CGIAR Fund","Ireland"
"2018","Gavi",3.656228,"1%","Global Alliance for Vaccines and Immunization","Ireland"
"2018","GEF-Least Developed Countries Fund",1.218743,"0%","Global Environment Facility - Least Developed Countries Fund","Ireland"
"2018","GEF Fund",1.731833,"0%","Global Environment Facility Trust Fund","Ireland"
"2018","Global Fund",12.187427,"3%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Ireland"
"2018","GCF",2.437485,"1%","Green Climate Fund","Ireland"
"2019","UN agency, fund or commission",105.887099,"25%","United Nations (UN) agency, fund or commission","Ireland"
"2019","CERF",7.090051,"2%","Central Emergency Response Fund","Ireland"
"2019","FAO",1.399963,"0%","Food and Agricultural Organisation","Ireland"
"2019","IFAD",2.954188,"1%","International Fund for Agricultural Development","Ireland"
"2019","UNDP",9.157982,"2%","United Nations Development Programme","Ireland"
"2019","UN Women",1.772513,"0%","United Nations Entity for Gender Equality and the Empowerment of Women","Ireland"
"2019","UNEP",0.649928,"0%","United Nations Environment Programme","Ireland"
"2019","UNFCCC",0.074303,"0%","United Nations Framework Convention on Climate Change","Ireland"
"2019","UNOCHA",3.30869,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Ireland"
"2019","UNFPA",4.135863,"1%","United Nations Population Fund","Ireland"
"2019","WFP",29.896381,"7%","World Food Programme","Ireland"
"2019","WHO - assessed contributions",1.287754,"0%","World Health Organisation - assessed contributions","Ireland"
"2019","EUI",240.276939,"57%","European Union Institutions","Ireland"
"2019","EC - Development Share of Budget",188.173763,"44%","European Commission - Development Share of Budget","Ireland"
"2019","EC - EDF",48.877204,"12%","European Commission - European Development Fund","Ireland"
"2019","EIB",3.225972,"1%","European Investment Bank","Ireland"
"2019","WB",36.56103,"9%","World Bank Group (WB)","Ireland"
"2019","IBRD",5.293905,"1%","International Bank for Reconstruction and Development","Ireland"
"2019","IDA",31.267125,"7%","International Development Association","Ireland"
"2019","	
Regional Development Banks",11.541782,"3%","Regional Development Banks","Ireland"
"2019","ADB",1.19354,"0%","Asian Development Bank","Ireland"
"2019","ADF",5.595468,"1%","Asian Development Fund","Ireland"
"2019","AIIB",4.74986,"1%","Asian Infrastructure Investment Bank","Ireland"
"2019","Other multilateral institutions",29.705044,"7%","Other multilateral institutions","Ireland"
"2019","CGIAR Fund",3.545025,"1%","CGIAR Fund","Ireland"
"2019","Gavi",3.545025,"1%","Global Alliance for Vaccines and Immunization","Ireland"
"2019","GEF-Least Developed Countries Fund",2.36335,"1%","Global Environment Facility - Least Developed Countries Fund","Ireland"
"2019","GEF Fund",1.701612,"0%","Global Environment Facility Trust Fund","Ireland"
"2019","Global Fund",14.770939,"3%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Ireland"
"2019","GCF",2.36335,"1%","Green Climate Fund","Ireland"
"2019","IPCC",0.118168,"0%","Intergovernmental Panel on Climate Change","Ireland"
"2020","UN agency, fund or commission",121.337793,"25%","United Nations (UN) agency, fund or commission","Ireland"
"2020","CERF",11.877929,"2%","Central Emergency Response Fund","Ireland"
"2020","FAO",1.620609,"0%","Food and Agricultural Organisation","Ireland"
"2020","IFAD",2.969482,"1%","International Fund for Agricultural Development","Ireland"
"2020","UNDP",9.205395,"2%","United Nations Development Programme","Ireland"
"2020","UN Women",1.781689,"0%","United Nations Entity for Gender Equality and the Empowerment of Women","Ireland"
"2020","UNEP",0.565526,"0%","United Nations Environment Programme","Ireland"
"2020","UNFCCC",0.075039,"0%","United Nations Framework Convention on Climate Change","Ireland"
"2020","UNOCHA",3.800937,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Ireland"
"2020","UNFPA",4.157275,"1%","United Nations Population Fund","Ireland"
"2020","WFP",30.526276,"6%","World Food Programme","Ireland"
"2020","WHO - assessed contributions",1.515565,"0%","World Health Organisation - assessed contributions","Ireland"
"2020","EUI",264.290062,"54%","European Union Institutions","Ireland"
"2020","EC - Development Share of Budget",211.917141,"44%","European Commission - Development Share of Budget","Ireland"
"2020","EC - EDF",49.130248,"10%","European Commission - European Development Fund","Ireland"
"2020","EIB",3.242673,"1%","European Investment Bank","Ireland"
"2020","WB",41.301143,"9%","World Bank Group (WB)","Ireland"
"2020","IBRD",5.131224,"1%","International Bank for Reconstruction and Development","Ireland"
"2020","IDA",33.994631,"7%","International Development Association","Ireland"
"2020","	
Regional Development Banks",26.845103,"6%","Regional Development Banks","Ireland"
"2020","AfDB",5.946106,"1%","African Development Bank","Ireland"
"2020","African Development Fund",9.654309,"2%","African Development Fund","Ireland"
"2020","ADB",1.478967,"0%","Asian Development Bank","Ireland"
"2020","ADF",5.183528,"1%","Asian Development Fund","Ireland"
"2020","AIIB",4.578645,"1%","Asian Infrastructure Investment Bank","Ireland"
"2020","Other multilateral institutions",31.761582,"7%","Other multilateral institutions","Ireland"
"2020","CGIAR Fund",3.563379,"1%","CGIAR Fund","Ireland"
"2020","Gavi",3.563379,"1%","Global Alliance for Vaccines and Immunization","Ireland"
"2020","GEF Fund",1.710422,"0%","Global Environment Facility Trust Fund","Ireland"
"2020","Global Fund",17.816893,"4%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Ireland"
"2020","GCF",4.751171,"1%","Green Climate Fund","Ireland"
"2021","UN agency, fund or commission",116.120964,"22%","United Nations (UN) agency, fund or commission","Ireland"
"2021","CERF",13.008514,"2%","Central Emergency Response Fund","Ireland"
"2021","FAO",1.841706,"0%","Food and Agricultural Organisation","Ireland"
"2021","IFAD",2.956481,"1%","International Fund for Agricultural Development","Ireland"
"2021","UNDP",9.16509,"2%","United Nations Development Programme","Ireland"
"2021","UN Women",2.365184,"0%","United Nations Entity for Gender Equality and the Empowerment of Women","Ireland"
"2021","UNEP",0.479089,"0%","United Nations Environment Programme","Ireland"
"2021","UNFCCC",0.087,"0%","United Nations Framework Convention on Climate Change","Ireland"
"2021","UNOCHA",3.784295,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Ireland"
"2021","UNFPA",4.139073,"1%","United Nations Population Fund","Ireland"
"2021","WFP",29.564806,"6%","World Food Programme","Ireland"
"2021","WHO - assessed contributions",1.441447,"0%","World Health Organisation - assessed contributions","Ireland"
"2021","WHO - core voluntary contributions",1.53737,"0%","World Health Organisation - core voluntary contributions account","Ireland"
"2021","EUI",308.821597,"58%","European Union Institutions","Ireland"
"2021","EC - Development Share of Budget",266.013226,"50%","European Commission - Development Share of Budget","Ireland"
"2021","EC - EDF",39.498132,"7%","European Commission - European Development Fund","Ireland"
"2021","EIB",3.310239,"1%","European Investment Bank","Ireland"
"2021","WB",38.613417,"7%","World Bank Group (WB)","Ireland"
"2021","IBRD",5.158911,"1%","International Bank for Reconstruction and Development","Ireland"
"2021","IDA",29.162725,"5%","International Development Association","Ireland"
"2021","	
Regional Development Banks",31.737014,"6%","Regional Development Banks","Ireland"
"2021","AfDB",12.830719,"2%","African Development Bank","Ireland"
"2021","African Development Fund",9.612038,"2%","African Development Fund","Ireland"
"2021","ADF",4.704351,"1%","Asian Development Fund","Ireland"
"2021","AIIB",4.586227,"1%","Asian Infrastructure Investment Bank","Ireland"
"2021","Other multilateral institutions",37.452132,"7%","Other multilateral institutions","Ireland"
"2021","CGIAR Fund",3.547777,"1%","CGIAR Fund","Ireland"
"2021","Gavi",3.547777,"1%","Global Alliance for Vaccines and Immunization","Ireland"
"2021","GEF Fund",1.691107,"0%","Global Environment Facility Trust Fund","Ireland"
"2021","Global Fund",17.738884,"3%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Ireland"
"2021","GCF",4.730369,"1%","Green Climate Fund","Ireland"
"2021","IPCC",0.236518,"0%","Intergovernmental Panel on Climate Change","Ireland"
"2022","UN agency, fund or commission",121.197777,"20%","United Nations (UN) agency, fund or commission","Ireland"
"2022","CERF",12.822283,"2%","Central Emergency Response Fund","Ireland"
"2022","FAO",1.489123,"0%","Food and Agricultural Organisation","Ireland"
"2022","IFAD",4.646127,"1%","International Fund for Agricultural Development","Ireland"
"2022","UNDP",8.742456,"1%","United Nations Development Programme","Ireland"
"2022","UN Women",2.229962,"0%","United Nations Entity for Gender Equality and the Empowerment of Women","Ireland"
"2022","UNEP",0.622546,"0%","United Nations Environment Programme","Ireland"
"2022","UNFCCC",0.105432,"0%","United Nations Framework Convention on Climate Change","Ireland"
"2022","UNOCHA",6.132397,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Ireland"
"2022","UNFPA",4.459925,"1%","United Nations Population Fund","Ireland"
"2022","WFP",27.874529,"4%","World Food Programme","Ireland"
"2022","WHO - assessed contributions",1.369265,"0%","World Health Organisation - assessed contributions","Ireland"
"2022","WHO - core voluntary contributions",5.017415,"1%","World Health Organisation - core voluntary contributions account","Ireland"
"2022","EUI",391.670599,"63%","European Union Institutions","Ireland"
"2022","EC - Development Share of Budget",362.619676,"58%","European Commission - Development Share of Budget","Ireland"
"2022","EC - EDF",25.906476,"4%","European Commission - European Development Fund","Ireland"
"2022","EIB",3.144447,"1%","European Investment Bank","Ireland"
"2022","WB",41.539301,"7%","World Bank Group (WB)","Ireland"
"2022","IBRD",5.60973,"1%","International Bank for Reconstruction and Development","Ireland"
"2022","IDA",31.39787,"5%","International Development Association","Ireland"
"2022","	
Regional Development Banks",25.119041,"4%","Regional Development Banks","Ireland"
"2022","AfDB",12.550202,"2%","African Development Bank","Ireland"
"2022","African Development Fund",9.062499,"1%","African Development Fund","Ireland"
"2022","ADF",3.502824,"1%","Asian Development Fund","Ireland"
"2022","Other multilateral institutions",41.497033,"7%","Other multilateral institutions","Ireland"
"2022","CGIAR Fund",5.203617,"1%","CGIAR Fund","Ireland"
"2022","Gavi",3.344943,"1%","Global Alliance for Vaccines and Immunization","Ireland"
"2022","GEF Fund",2.787453,"0%","Global Environment Facility Trust Fund","Ireland"
"2022","Global Fund",19.51217,"3%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Ireland"
"2022","GCF",4.459925,"1%","Green Climate Fund","Ireland"
